author_id,username,author_followers,author_tweets,author_description,author_location,text,created_at,geo,retweets,replies,likes,quote_count
800388676790329345,DukeLawndale,608,10293,#OurLoveForHorror🔪#OurLoveForDaBears🐻 #DiscoMusicFridays🕺,"Haddonfield, IL",251 DAYS UNTIL HALLOWEEN KILLS! #HalloweenKills #FrightfulFriday #SuperBowl #Svengoolie #MichaelMyers #HorrorFamily #MutantFam #HalloweenDaily #Halloween🎃 #GoBucs #ChiefsKingdom #HalloweenMovies #OurLoveForHorror🔪#HorrorFam #Horror https://t.co/nBK1sIFUTC,2021-02-05 22:07:33+00:00,,2,0,1,0
1578334225,ostriccobrawine,269,28801,"curly hair extrordinare. Scud fan account.
ACAB
she/they",chateau lobby ,The guy I'm seeing and it are currently watching Halloween and drinking every time mike stalks or kills someone,2021-02-05 21:24:16+00:00,,0,1,3,0
1097992265405026304,coobra321,528,34316,"⭐ 19 y/o | Autistic | ❤Drawing❤ | 🌎LBP Creator🌎
🎮 PlayStation, Nintendo (🦊Fox main)
💥LOVE EDITING!!!💥

Currently writing a science-fictional universe!","South Carolina, U.S.",@TommyDoyle47 When Halloween Kills got moved to a new date.,2021-02-05 21:13:45+00:00,,0,0,0,0
4847018574,BeantownBrandon,832,57374,"Host of @TitleTownIESR; New England Patriots Season Ticket holder; Bostonian; Patriots, Red Sox, Celtics, Bruins","Boston, MA",@WeWatchedAMovie with this deal and relationship with Jason Blum....Halloween Kills possible to be available on HBO Max? And first look deal for Jason Blum in the future with HBO 👀 https://t.co/Sm9OCsabUj https://t.co/BrSCkxVke0,2021-02-05 20:56:02+00:00,,0,0,0,0
30422134,SteveLewis467,322,8425,"Former Radio Presenter, Breakfast and Drive-Time Shows Husband and Father! Adopted Brother by @rozallab! Brother of @RozallaMusicFan! @Angiebrown","Tamworth, England",I can’t wait to see @RealMMyers78 in Halloween Kills 2021 and Halloween ends 2022!,2021-02-05 20:32:24+00:00,,0,0,0,0
730480903894515712,streetXXtrash,4892,27784,"I live & breathe for horror movies. Self-deprecating humour & VERY foul mouthed. Staffie mum. Scream queen. Gaming, booze, Spurs & sarcasm. I host @CTGYpodcast.","Essex, UK (uʍop ǝpᴉsdn)",@steve_scooby halloween kills was meant to come out last october but got delayed until this october. halloween ends is for 2022. i hope for no more delays :(,2021-02-05 19:54:05+00:00,,0,1,1,0
415707635,steve_scooby,1340,21424,"Where the f**k am I, and how did I get here?..

fan of:-
Rangers and Tranmere Rovers
Rock/metal
Fun and Banter



PLEASE DO NOT DM ME!!",SCOTLAND,@streetXXtrash Ahhh you will know pal...I was told there are two more Halloween movies made one in 2021 (Halloween Kills ) and 1 in 22 (Don't now what its called)...is this the case!! xx https://t.co/b2kRyeg6xE,2021-02-05 19:52:27+00:00,,0,1,0,0
730480903894515712,streetXXtrash,4892,27784,"I live & breathe for horror movies. Self-deprecating humour & VERY foul mouthed. Staffie mum. Scream queen. Gaming, booze, Spurs & sarcasm. I host @CTGYpodcast.","Essex, UK (uʍop ǝpᴉsdn)","my big wish for 2021 is that i finally get to go on a first date with my boyfriend who i've been with for 7 months already now. in my dreams it would be to see HALLOWEEN KILLS in the cinema, with a trailer for SCREAM 5 showing beforehand. that's all.",2021-02-05 19:49:19+00:00,,0,1,23,0
925899825182314496,Alexthesavage0,35,587,just a guy from Maryland trying to enjoy the journey.🇸🇻 @ravens for life,"Maryland, USA",@glitter_bat_ Im thinking about halloween kills cant wait to see michael myers slit throats,2021-02-05 19:06:45+00:00,,1,0,0,0
248178825,thomasvye,233,3794,"Medical historian. Lover of horror, stationery and Japan. No job. Thanks Covid.",London,Why isn’t it Halloween Kills release day? ;_;,2021-02-05 18:59:20+00:00,,0,0,0,0
19649390,RolandSquire,397,13017,Home of the 5 Minute Film Club! Classic film review each Friday at 6PM🎥🎞 🍿Letterboxd: https://t.co/TNNZqXPUfM,"Bexhill, England",...all of the b-side is killer. Immense. Want all of that on the new Halloween Kills soundtrack later this year please guys 👍,2021-02-05 17:50:02+00:00,,0,0,0,0
1098687199653085184,comic_coalition,2145,16565,Im a Toy Collector/YouTuber/POP CULTURE Enthusiast that is stuck in a Constant wave of 90s Nostalgia!!! #thecomiccoalition,"Savannah, GA","@ranger48249674 Excited for the new candy man, Halloween kills, all the mcu movies, just sooo many movies to name lol",2021-02-05 17:46:23+00:00,,0,2,1,0
1334413019347111940,AW82413345,819,68886,aePiot - https://t.co/VJl3tbcjAW 🐦  | https://t.co/gwgxAoHAqD 🐦  | https://t.co/cDCsy4ti5X 🐦 |,,https://t.co/ba3FwO1WY9 - John Carpenter: Halloween Kills is the 'ultimate slasher' film - https://t.co/gDEgQgmhaJ,2021-02-05 16:58:01+00:00,,0,0,1,0
1416348636,LittleLeighXoxo,1119,83182,"❥ Happy Go Lucky,Authentic,A Coffee Lover, True Crime Aficionado, Known for live tweeting for IA Vs #CristhianRivera. #ImSpeaking #DurstExpert ❥ 🖤",Brooklyn NY✖️⭕️,@gabemunozz Thought of you when I saw this! Since I know you are a Halloween fan like me. One word! Awesome!! https://t.co/15hRYhaCTk,2021-02-05 16:52:17+00:00,,0,1,1,0
